#,Gold,Prediction,Correct,PromptLength
3992,paintings,paintings,1,1082
3993,finn,finnd,0,887
3994,marshall,marshall,1,919
3995,kayla,kayla,1,1077
3996,scissors,george,0,1046
3997,cities,cities,1,968
3998,brilliance,brilliance,1,878
3999,useless,useless,1,950
4000,sirona,sirona,1,911
4001,cot,cot,1,959
4002,ahead,ahead,1,993
4003,exams,exams,1,959
4004,okay,okay,1,940
4005,today,there,0,974
4006,peter,peter,1,942
4007,mack,mack,1,1032
4008,lovers,in,0,1108
4009,chase,chase,1,915
4010,drew,drew,1,944
4011,joking,serious,0,933
4012,handcuffs,key,0,973
4013,stables,stables,1,1029
4014,george,george,1,864
4015,maze,maze,1,1003
4016,safe,safe,1,974
4017,lakeside,lakeside,1,942
4018,helmet,helmet,1,930
4019,tales,tales,1,926
4020,rose,rose,1,894
4021,castle,castle,1,958
4022,proposal,proposal,1,932
4023,jack,jack,1,1104
4024,amazing,amazing,1,1116
4025,cell,cell,1,998
4026,snipe,snipe,1,879
4027,nike,nike,1,978
4028,andy,andy,1,923
4029,cage,cage,1,1014
4030,cooler,cooler,1,1050
4031,tom,tom,1,820
4032,lad,lad,1,897
4033,galen,galen,1,893
4034,ingrid,ingrid,1,917
4035,date,date,1,1021
4036,child,child,1,1207
4037,mark,mark,1,947
4038,ribbons,cork,0,976
4039,nicole,nicole,1,909
4040,patrick,patrick,1,861
4041,churches,churches,1,1036
4042,ethan,ethan,1,848
4043,mathew,carol,0,950
4044,hungry,hungry,1,1107
4045,potion,potion,1,987
4046,blind,right,0,1136
4047,holly,i,0,976
4048,vikus,vikus,1,936
4049,poems,poems,1,879
4050,max,max,1,866
4051,lystus,him,0,1056
4052,duke,duke,1,900
4053,clothes,clothes,1,859
4054,jax,jax,1,909
4055,helen,helen,1,925
4056,change,reason,0,1121
4057,grate,grate,1,969
4058,contract,contract,1,1001
4059,joseph,joseph,1,1122
4060,already,now,0,1023
4061,janet,doris,0,1017
4062,jeffrey,jeffrey,1,887
4063,jay,jay,1,1066
4064,gran,gran,1,930
4065,thomas,thomas,1,981
4066,henrik,henrik,1,1040
4067,zach,zach,1,902
4068,anne,anne,1,884
4069,die,suffer,0,975
4070,hysterical,hysterical,1,1194
4071,receptionist,receptionist,1,1025
4072,dryer,dryer,1,1052
4073,teria,teria,1,1064
4074,declan,leah,0,878
4075,roman,sean,0,983
4076,zach,adrian,0,958
4077,intrigued,surprised,0,977
4078,stephanie,stephanie,1,974
4079,hugo,hugo,1,892
4080,riley,riley,1,1095
4081,croach,ledge,0,1073
4082,stacie,stacie,1,986
4083,lizzie,lizzie,1,960
4084,paul,paul,1,929
4085,forest,trees,0,955
4086,stubborn,stubborn,1,935
4087,identification,arrangements,0,959
4088,bill,bill,1,980
4089,gallery,gallery,1,985
4090,tower,tower,1,1012
4091,humble,equal,0,930
4092,derek,derek,1,1101
4093,wolves,wolves,1,871
4094,grill,grill,1,995
4095,kitten,kitten,1,1008
4096,roke,roke,1,914
4097,problems,care,0,977
4098,aaron,aaron,1,880
4099,maryellen,her,0,959
4100,grin,grin,1,1033
4101,free,free,1,1111
4102,thief,thief,1,995
4103,arrived,left,0,989
4104,harold,harold,1,870
4105,creak,creak,1,1090
4106,gary,gary,1,1005
4107,lizzie,lizzie,1,897
4108,matthew,matthew,1,933
4109,shave,shave,1,1144
4110,annabelle,annabelle,1,1012
4111,nika,nika,1,939
4112,weak,weak,1,1052
4113,driving,safe,0,921
4114,flame,flame,1,931
4115,engaged,engaged,1,904
4116,gary,gary,1,1022
4117,money,his,0,877
4118,jonah,jonah,1,918
4119,living,living,1,957
4120,division,division,1,1016
4121,jonah,jonah,1,916
4122,finger,fingerfinger,0,935
4123,dash,theo,0,903
4124,book,book,1,911
4125,tense,tense,1,891
4126,intended,intended,1,964
4127,thomas,thomas,1,992
4128,bob,josh,0,1055
4129,wire,wire,1,1019
4130,buzz,buzz,1,995
4131,victoria,victoria,1,865
4132,mom,deryn,0,919
4133,blessing,blessing,1,946
4134,cassie,cassie,1,1045
4135,garden,moors,0,959
4136,nerissa,nerissa,1,846
4137,bear,bear,1,1028
4138,badge,luxury,0,863
4139,tucker,tucker,1,1045
4140,article,man,0,1010
4141,freedom,freedom,1,1005
4142,ghost,ghost,1,1037
4143,daniel,unclemac,0,953
4144,booth,booth,1,953
4145,fragile,fragile,1,923
4146,brooch,brooch,1,859
4147,cowards,cowards,1,990
4148,sound,helicopters,0,970
4149,jason,jason,1,837
4150,breed,breed,1,828
4151,tuscany,tuscany,1,1049
4152,play,orchestra,0,874
4153,candle,candle,1,930
4154,architect,architect,1,1115
4155,theatre,theatre,1,1044
4156,apples,apples,1,1115
4157,wood,wood,1,1049
4158,cookies,cookies,1,1015
4159,menu,menu,1,926
4160,radiation,radiation,1,1002
4161,leaving,leaving,1,940
4162,mutual,mutual,1,916
4163,stephanie,stephanie,1,933
4164,aaron,him,0,1060
4165,valet,valet,1,919
4166,it,it,1,901
4167,suits,suits,1,839
4168,giselle,giselle,1,969
4169,elk,elk,1,970
4170,bench,bench,1,971
4171,pigeon,pigeon,1,914
4172,elevator,elevator,1,1072
4173,web,web,1,1213
4174,adam,adam,1,1266
4175,trolls,sha,0,888
4176,tablet,tablet,1,955
4177,reservation,reservation,1,982
4178,vibe,vibe,1,843
4179,assistant,assistant,1,1006
4180,slip,slip,1,1010
4181,once,politics,0,943
4182,tea,courage,0,996
4183,aimee,aimee,1,950
4184,maram,maram,1,876
4185,message,message,1,979
4186,compound,compound,1,1017
4187,andrew,connor,0,935
4188,mia,mia,1,929
4189,shadow,shadow,1,885
4190,tony,tony,1,900
4191,recipe,recipe,1,984
4192,caia,caia,1,930
4193,virus,virus,1,1077
4194,bright,good,0,1099
4195,gregori,gregori,1,864
4196,vince,vince,1,1071
4197,cab,cab,1,1097
4198,psychic,psychic,1,909
4199,marley,marley,1,981
4200,abe,abe,1,988
4201,luke,luke,1,1015
4202,pack,pack,1,948
4203,backyard,backyard,1,921
4204,grunts,grunts,1,1126
4205,undressing,filling,0,893
4206,aaron,aaron,1,1056
4207,karl,karl,1,997
4208,marbles,marbles,1,1071
4209,campsite,campsite,1,1110
4210,suitcase,suitcase,1,996
4211,palace,palace,1,944
4212,mark,mark,1,942
4213,santa,santa,1,1079
4214,beauty,beauty,1,1026
4215,kiss,kiss,1,1032
4216,danny,danny,1,894
4217,test,test,1,811
4218,jeb,jeb,1,989
4219,skimmer,skimmer,1,972
4220,wanda,wanda,1,1057
4221,jack,jack,1,889
4222,vanora,vanora,1,1041
4223,roman,roman,1,1237
4224,earn,not,0,908
4225,mark,mark,1,919
4226,show,show,1,943
4227,court,court,1,979
4228,jeep,jeep,1,1013
4229,palace,palace,1,1120
4230,kissing,kissing,1,1214
4231,normal,normal,1,967
4232,blake,blake,1,867
4233,arrangements,arrangements,1,940
4234,menus,menus,1,1084
4235,ivy,olivia,0,955
4236,cells,cells,1,920
4237,millionaire,billionaire,0,1005
4238,win,win,1,1002
4239,gym,double,0,1000
4240,starving,not,0,985
4241,pass,pass,1,997
4242,monson,monson,1,1001
4243,chapel,chapel,1,1034
4244,lights,traffic,0,876
4245,bad,bad,1,1189
4246,cut,cut,1,919
4247,reindeer,reindeer,1,1090
4248,testify,go,0,870
4249,recipe,recipe,1,954
4250,portals,portals,1,960
4251,underpants,clothes,0,934
4252,driving,driving,1,973
4253,diane,mom,0,972
4254,jenna,jenna,1,1016
4255,kate,kate,1,914
4256,shotgun,danger,0,1103
4257,comment,name,0,1032
4258,sneezed,sneezed,1,981
4259,paul,paul,1,934
4260,rat,rat,1,821
4261,impatiently,fredda,0,1007
4262,sam,that,0,869
4263,guard,guard,1,1025
4264,delilah,delilah,1,901
4265,sebastian,her,0,1043
4266,cell,cell,1,995
4267,dagger,dagger,1,972
4268,spies,antonio,0,954
4269,aidan,aidan,1,1013
4270,campion,campion,1,944
4271,pup,pup,1,1065
4272,violet,violet,1,964
4273,allison,allison,1,1004
4274,door,door,1,1069
4275,mozart,mozart,1,863
4276,spider,spider,1,1013
4277,play,degree,0,1064
4278,guard,guards,0,1091
4279,max,max,1,814
4280,shelf,clothes,0,1022
4281,martin,martin,1,893
4282,sabrina,sabrina,1,961
4283,julia,thankyou,0,885
4284,transports,transports,1,997
4285,pink,pink,1,991
4286,sacha,sacha,1,882
4287,tattoo,tattoo,1,1008
4288,baseball,baseball,1,1033
4289,omcom,omcom,1,1045
4290,refuse,refuse,1,849
4291,maddie,s,0,843
4292,customer,bar,0,1049
4293,grounded,informed,0,1027
4294,kandrigi,kandrig,0,883
4295,handout,handouts,0,846
4296,robot,robot,1,934
4297,dia,dia,1,1082
4298,missouri,missouri,1,985
4299,studio,studio,1,929
4300,emotions,emotions,1,1033
4301,asked,asked,1,915
4302,ruby,ruby,1,1032
4303,wolf,wolf,1,1017
4304,thunked,thunked,1,1006
4305,madoc,madoc,1,875
4306,clothes,dress,0,960
4307,cole,her,0,1095
4308,anna,anna,1,889
4309,liz,liz,1,896
4310,russell,russell,1,1320
4311,cedric,corrado,0,1033
4312,wheel,bow,0,941
4313,prince,prince,1,1044
4314,deaf,fine,0,922
4315,agree,believe,0,989
4316,madoc,nika,0,912
4317,hit,into,0,1021
4318,christian,christian,1,911
4319,historian,historian,1,1182
4320,dance,dance,1,934
4321,bella,bella,1,932
4322,torret,theolderman,0,925
4323,bet,bet,1,973
4324,bullets,bullets,1,1077
4325,necklace,necklace,1,1076
4326,cookies,cookies,1,973
4327,tested,tested,1,1065
4328,roth,ruth,0,1059
4329,olivia,toby,0,1081
4330,jackie,jackie,1,932
4331,natasha,natasha,1,955
4332,swords,swords,1,917
4333,listened,listened,1,1012
4334,calendar,calendar,1,977
4335,bags,bags,1,913
4336,mirror,mirror,1,975
4337,quinton,quinton,1,908
4338,pearls,pearls,1,1058
4339,aidan,aidan,1,893
4340,syll,syll,1,934
4341,ladder,ladder,1,1047
4342,coffin,coffin,1,1054
4343,hunter,door,0,988
4344,indal,indal,1,876
4345,maura,maura,1,1006
4346,brain,field,0,1060
4347,gifted,gifted,1,1213
4348,moth,ceiling,0,991
4349,pony,pony,1,921
4350,cats,cats,1,1074
4351,notes,notes,1,993
4352,sarah,fine,0,940
4353,dredger,me,0,1191
4354,work,work,1,913
4355,renewed,renewed,1,898
4356,pain,despair,0,928
4357,nassar,nassar,1,959
4358,jane,jane,1,940
4359,tom,tom,1,993
4360,tess,strawberry,0,945
4361,earrings,dress,0,923
4362,george,george,1,914
4363,rachael,rachael,1,887
4364,emma,emma,1,898
4365,ace,ace,1,866
4366,jenna,jenna,1,992
4367,can,bin,0,1043
4368,hollow,hollow,1,972
4369,gregor,gregor,1,937
4370,string,string,1,1002
4371,evan,evan,1,900
4372,truck,truck,1,863
4373,list,list,1,979
4374,jenna,jenna,1,864
4375,dance,dance,1,849
4376,jesse,jesse,1,981
4377,gregor,isshe,0,902
4378,reiss,reiss,1,998
4379,emotion,hand,0,1023
4380,iris,iris,1,933
4381,temple,temple,1,1102
4382,macklin,polydoor,0,969
4383,jeremy,her,0,903
4384,edward,zero,0,987
4385,sebastian,sebastian,1,1017
4386,george,george,1,951
4387,jude,him,0,979
4388,shannon,shannon,1,899
4389,scroll,scroll,1,967
4390,kitchen,kitchen,1,1115
4391,served,served,1,1005
4392,emily,emily,1,905
4393,driveway,driveway,1,970
4394,nico,beth,0,948
4395,jealous,jealous,1,999
4396,paul,paul,1,892
4397,colony,enemy,0,986
4398,box,box,1,987
4399,podium,podium,1,1050
4400,milk,milk,1,933
4401,photo,photo,1,1013
4402,country,reign,0,987
4403,olivia,amber,0,967
4404,olivia,olivia,1,1080
4405,arachne,arachne,1,1027
4406,gabriel,gabriel,1,910
4407,rose,rose,1,909
4408,notepad,notepad,1,934
4409,sean,sean,1,909
4410,workers,bar,0,1010
4411,parachute,controls,0,978
4412,space,space,1,1112
4413,leroy,leroy,1,1019
4414,nanny,nanny,1,982
4415,stones,stones,1,1093
4416,sense,sense,1,1007
4417,margaret,her,0,903
4418,jed,jed,1,928
4419,worry,we,0,975
4420,darkling,darkling,1,946
4421,angie,angie,1,993
4422,teria,teria,1,861
4423,already,forme,0,960
4424,eva,eva,1,1070
4425,fixed,fixed,1,1131
4426,kay,janet,0,938
4427,marco,marco,1,979
4428,faced,faced,1,945
4429,jew,polish,0,947
4430,pouting,glaring,0,1173
4431,jason,jason,1,986
4432,picture,picture,1,965
4433,magda,nadya,0,943
4434,vallin,jacques,0,977
4435,arturo,arturo,1,897
4436,andy,alden,0,951
4437,organised,organised,1,904
4438,passport,ticket,0,944
4439,library,library,1,910
4440,imagine,think,0,1019
4441,olivia,olivia,1,901
4442,universe,universe,1,968
4443,dc,sanfrancisco,0,901
4444,pack,pack,1,1133
4445,ski,move,0,1037
4446,smile,live,0,913
4447,katrina,vasquez,0,925
4448,dawsley,mrd,0,914
4449,sara,sara,1,921
4450,scarf,scarf,1,923
4451,manners,astranger,0,936
4452,period,period,1,911
4453,kissing,kissing,1,1069
4454,blonde,blonde,1,991
4455,lily,lily,1,886
4456,prison,prison,1,939
4457,katie,katie,1,967
4458,faeries,faeries,1,1002
4459,sire,but,0,862
4460,baby,cyclops,0,1055
4461,mekare,mekare,1,885
4462,hq,hq,1,935
4463,recorder,recorder,1,1011
4464,statue,statue,1,947
4465,tents,rapids,0,1058
4466,pigeons,birds,0,908
4467,tragedy,tragedy,1,943
4468,ammar,him,0,1053
4469,angeline,bergitta,0,1002
4470,crates,crates,1,1127
4471,number,bottom,0,917
4472,talent,talent,1,1030
4473,shrimp,shrimp,1,967
4474,heal,heal,1,986
4475,graid,graid,1,1070
4476,max,max,1,918
4477,wendy,someone,0,1076
4478,sonia,sonia,1,955
4479,zombies,zombies,1,1022
4480,nora,nora,1,868
4481,grow,be,0,993
4482,sons,children,0,915
4483,flag,flag,1,899
4484,gabe,gabe,1,1059
4485,bump,bump,1,1081
4486,zarah,zarah,1,812
4487,spell,spell,1,932
4488,payment,payment,1,1115
4489,ivy,ivy,1,899
4490,coffin,coffin,1,940
4491,kids,kids,1,878
4492,leanne,leanne,1,913
4493,france,france,1,980
4494,fine,fine,1,880
4495,gifts,abigchristmas,0,1379
4496,samples,products,0,851
4497,dragon,dragon,1,931
4498,realms,realms,1,1087
4499,forgotten,forgotten,1,1005
4500,cafeteria,doorthem,0,1034
4501,certainty,determination,0,1003
4502,here,yesterday,0,1022
4503,zach,zach,1,910
4504,class,her,0,1011
4505,marielle,marielle,1,1019
4506,others,workersworkers,0,874
4507,boston,boston,1,989
4508,bottles,bottle,0,1319
4509,sins,sins,1,997
4510,scott,bruises,0,1003
4511,dinner,theboys,0,916
4512,quarantined,quarantined,1,876
4513,decker,decker,1,1155
4514,bob,sir,0,944
4515,stir,stir,1,993
4516,orderly,orderly,1,993
4517,parcel,letters,0,1147
4518,menu,menu,1,1034
4519,roth,roth,1,963
4520,weight,weight,1,931
4521,bubble,bubble,1,1046
4522,spy,idea,0,972
4523,taxi,taxi,1,1007
4524,amelia,toby,0,1005
4525,crypt,crypt,1,1077
4526,lena,lena,1,917
4527,terwilliger,duke,0,957
4528,match,match,1,967
4529,max,max,1,909
4530,sword,blade,0,944
4531,cards,friends,0,1017
4532,expert,expert,1,924
4533,vee,vee,1,988
4534,guns,guns,1,1006
4535,tomas,tomas,1,860
4536,cups,cups,1,961
4537,morgan,morgan,1,965
4538,steiner,steiner,1,927
4539,dors,dors,1,922
4540,zachary,mother,0,830
4541,holiday,holiday,1,886
4542,ray,carl,0,1147
4543,cellar,cellar,1,964
4544,ana,ana,1,920
4545,earlier,the,0,1035
4546,matt,matt,1,934
4547,laughter,laughter,1,1158
4548,cards,cards,1,1189
4549,wounded,wounded,1,1033
4550,karen,karen,1,921
4551,helicopter,morning,0,1001
4552,julie,julie,1,946
4553,cook,cook,1,878
4554,shouting,work,0,926
4555,stuff,idon,0,1042
4556,gina,tony,0,912
4557,hot,hot,1,1041
4558,joseph,joseph,1,947
4559,asleep,gone,0,1012
4560,familiar,familiar,1,956
4561,maze,maze,1,899
4562,bites,lizard,0,920
4563,nicholas,nicholas,1,947
4564,button,button,1,1003
4565,aidan,aidan,1,995
4566,intently,intently,1,1233
4567,caleb,lou,0,914
4568,popcorn,popcorn,1,954
4569,wade,wade,1,996
4570,trophies,trophies,1,940
4571,duke,duke,1,1060
4572,jeep,jeep,1,984
4573,tess,nick,0,918
4574,pam,pam,1,1154
4575,holly,kae,0,881
4576,cubicle,cubicle,1,955
4577,thorn,thorn,1,1139
4578,twitchtip,twitchtip,1,1036
4579,ava,ava,1,911
4580,selena,selena,1,1093
4581,castle,castle,1,948
4582,palace,palace,1,1072
4583,lucky,confident,0,945
4584,client,client,1,1028
4585,tank,water,0,1014
4586,jaden,jaden,1,1016
4587,french,french,1,896
4588,rory,rory,1,1002
4589,ebens,aliens,0,951
4590,joie,joie,1,905
4591,demons,demons,1,985
4592,win,not,0,1011
4593,drugs,housekeeper,0,972
4594,shopping,shopping,1,1020
4595,brenda,brenda,1,854
4596,spoon,pencil,0,946
4597,fireworks,cheers,0,988
4598,breed,breed,1,852
4599,sad,sad,1,1171
4600,moon,moon,1,891
4601,coach,bus,0,933
4602,competition,competition,1,1005
4603,roses,flowers,0,956
4604,temple,temple,1,992
4605,mate,mate,1,1026
4606,waitress,waiter,0,902
4607,eating,his,0,990
4608,kane,jessi,0,1039
4609,kevin,elizabeth,0,917
4610,corey,corey,1,999
4611,stacie,mona,0,1002
4612,bonfire,fire,0,1021
4613,dormitory,dormitory,1,993
4614,academy,academy,1,1005
4615,barbara,barbara,1,885
4616,jj,jackie,0,935
4617,library,library,1,973
4618,duke,duke,1,1006
4619,glasses,glasses,1,946
4620,yet,yet,1,990
4621,cafe,entrance,0,986
4622,mikhail,him,0,912
4623,witnesses,witnesses,1,1061
4624,kyle,kyle,1,914
4625,allergy,allergy,1,939
4626,home,earth,0,912
4627,tatianna,tatianna,1,1074
4628,dominic,dominic,1,981
4629,jerry,jerrymat,0,952
4630,chapel,chapel,1,1142
4631,yana,tucker,0,1019
4632,ashe,ashe,1,966
4633,boat,boat,1,1039
4634,royal,royal,1,878
4635,written,described,0,1114
4636,dormer,colton,0,943
4637,brandon,brandon,1,919
4638,gloria,rick,0,964
4639,caitlyn,her,0,955
4640,leader,aleader,0,1414
4641,harry,harry,1,963
4642,sarah,justdoit,0,948
4643,cabin,cabin,1,1139
4644,pieter,pieter,1,995
4645,note,note,1,989
4646,woods,woods,1,1146
4647,penguin,penguin,1,909
4648,horses,horses,1,1157
4649,chem,chem,1,945
4650,acquainted,acquainted,1,843
4651,hike,hike,1,957
4652,zoe,zoe,1,1018
4653,allison,allison,1,932
4654,spike,spike,1,1025
4655,bonnie,meredith,0,1008
4656,macklin,macklin,1,904
4657,pillow,pillow,1,869
4658,pounding,fight,0,1070
4659,mistaken,sure,0,913
4660,elle,elle,1,880
4661,domenico,domenico,1,1129
4662,deity,divine,0,993
4663,fiance,fiance,1,1302
4664,garion,garion,1,913
4665,raine,niki,0,913
4666,die,die,1,982
4667,woven,discovered,0,1265
4668,bracelet,bracelet,1,957
4669,leland,leland,1,951
4670,joint,joint,1,926
4671,rider,expert,0,976
4672,birthright,birthright,1,1006
4673,radio,radio,1,910
4674,jordan,me,0,904
4675,clean,run,0,1331
4676,candlestick,candlestick,1,995
4677,werewolves,werewolves,1,1005
4678,breathing,crying,0,1030
4679,injured,injured,1,1163
4680,cube,cube,1,1010
4681,natasha,tony,0,1035
4682,brent,brent,1,1028
4683,erica,erica,1,902
4684,hunter,hunter,1,943
4685,elena,elena,1,858
4686,boots,head,0,948
4687,fling,fling,1,931
4688,dress,dress,1,906
4689,towers,towers,1,991
4690,lapo,lapo,1,861
4691,spike,me,0,1030
4692,railing,railing,1,864
4693,wade,wade,1,886
4694,involved,res,0,921
4695,amulet,amulet,1,981
4696,jina,jina,1,925
4697,prophecy,prophecy,1,949
4698,ananda,ananda,1,948
4699,farmer,farmer,1,961
4700,coin,coin,1,1075
4701,warehouse,warehouse,1,1112
4702,torch,torch,1,990
4703,balls,balls,1,965
4704,finch,finch,1,850
4705,drink,drink,1,945
4706,button,button,1,1060
4707,matt,matt,1,1054
4708,josh,josh,1,867
4709,paris,paris,1,876
4710,fearless,fearless,1,1048
4711,king,king,1,1052
4712,charlie,aliens,0,1184
4713,pass,pass,1,994
4714,cookie,cookie,1,964
4715,karen,karen,1,859
4716,cockroach,cockroach,1,1004
4717,arria,arria,1,1001
4718,drugged,drugged,1,1075
4719,mikhail,mikhail,1,891
4720,evelyn,evelyn,1,981
4721,petr,petr,1,947
4722,nicholas,nicholas,1,1019
4723,shed,shed,1,889
4724,bliss,bl,0,929
4725,dust,dust,1,975
4726,mareth,mareth,1,1026
4727,visible,visible,1,957
4728,fair,fair,1,857
4729,fat,fat,1,1092
4730,crater,crater,1,1128
4731,sweet,sweet,1,909
4732,gangway,gangway,1,949
4733,hut,hut,1,961
4734,sleeve,sleeve,1,978
4735,yes,iassume,0,929
4736,kurtz,kurtz,1,1127
4737,floats,floats,1,885
4738,brandon,november,0,897
4739,grave,grave,1,860
4740,andrew,andrew,1,956
4741,bedroom,bedroom,1,1019
4742,lestat,lestat,1,1027
4743,opal,opal,1,892
4744,agnes,agnes,1,1022
4745,rogue,sky,0,1177
4746,cara,cara,1,851
4747,rogan,wolfe,0,908
4748,violet,violet,1,895
4749,path,path,1,967
4750,drapes,drapes,1,966
4751,henrik,henrik,1,896
4752,cat,cat,1,882
4753,nikki,nikki,1,892
4754,road,road,1,1019
4755,prison,prison,1,857
4756,socialite,socialite,1,941
4757,flowers,flowers,1,1050
4758,langdon,sato,0,896
4759,appetite,appetite,1,1012
4760,inn,inn,1,932
4761,screamed,wanted,0,1014
4762,noise,tele,0,1191
4763,tristan,tristan,1,933
4764,lance,lance,1,1089
4765,watch,watch,1,1035
4766,ebens,e,0,1098
4767,description,description,1,803
4768,class,class,1,970
4769,sander,sander,1,918
4770,arguing,fight,0,928
4771,ann,ann,1,824
4772,heather,heather,1,1016
4773,key,glove,0,911
4774,max,max,1,871
4775,abbey,abbey,1,991
4776,bottle,bottle,1,1105
4777,realm,realm,1,980
4778,makeover,break,0,878
4779,marina,marina,1,1033
4780,wishes,wishes,1,963
4781,phillip,phillip,1,958
4782,alpha,enemy,0,973
4783,justice,justice,1,938
4784,blake,blake,1,958
4785,tower,tower,1,1054
4786,greg,his,0,898
4787,myself,myself,1,993
4788,actually,evie,0,878
4789,robbie,robbie,1,974
4790,countess,countess,1,999
4791,challenge,challenge,1,1143
4792,seth,seth,1,962
4793,stones,unknown,0,1044
4794,tournament,tournament,1,963
4795,inconvenient,inconvenient,1,1029
4796,speaker,speaker,1,1041
4797,ryan,ryan,1,992
4798,carriage,town,0,966
4799,school,school,1,995
4800,juice,juice,1,1053
4801,bubba,bubba,1,991
4802,theater,theater,1,968
4803,traylor,traylor,1,862
4804,magic,magic,1,862
4805,first,me,0,897
4806,ability,ability,1,1152
4807,down,down,1,870
4808,shed,shed,1,938
4809,tumble,tumble,1,1061
4810,starbucks,street,0,1151
4811,denny,connor,0,917
4812,form,form,1,1014
4813,brianne,brianne,1,894
4814,melissa,melissa,1,908
4815,aisle,aisle,1,1056
4816,politics,politics,1,909
4817,pyramid,pyramid,1,1057
4818,captain,captain,1,934
4819,chute,recycling,0,1006
4820,device,device,1,1046
4821,jacob,jacob,1,955
4822,hands,wings,0,856
4823,pipe,pipe,1,1193
4824,sphere,sphere,1,1079
4825,meter,meter,1,1027
4826,crew,crew,1,1029
4827,ares,gregor,0,999
4828,duke,duke,1,948
4829,emily,emily,1,904
4830,hixson,hixson,1,878
4831,bag,doctor,0,1032
4832,zoe,zoe,1,1029
4833,mom,meredith,0,887
4834,sink,washing,0,962
4835,brush,darkness,0,1031
4836,buses,buses,1,862
4837,disappointed,disappointed,1,928
4838,reference,reference,1,1017
4839,cello,cello,1,1021
4840,canyon,canyon,1,1110
4841,derek,derek,1,883
4842,newark,newark,1,945
4843,chris,chris,1,1076
4844,hank,hank,1,917
4845,fundraiser,fundraiser,1,986
4846,corners,corners,1,1269
4847,smiled,he,0,963
4848,bubbles,bubbles,1,953
4849,opera,opera,1,980
4850,dana,dana,1,863
4851,burden,burden,1,980
4852,tommy,tommy,1,966
4853,selena,selena,1,994
4854,zhang,abby,0,948
4855,towel,towel,1,908
4856,douche,douche,1,890
4857,christy,her,0,953
4858,beer,beer,1,966
4859,understood,understood,1,917
4860,brad,brad,1,935
4861,sanctuary,sanctuary,1,1009
4862,sad,sad,1,1080
4863,homework,homework,1,1156
4864,mina,noah,0,887
4865,katrina,katrina,1,1157
4866,joe,joejames,0,924
4867,noticing,your,0,878
4868,trip,trip,1,849
4869,jamie,cassie,0,926
4870,cruise,dream,0,989
4871,refuge,refuge,1,1185
4872,cart,cart,1,925
4873,rusty,rusty,1,1197
4874,graham,graham,1,1280
4875,food,food,1,1015
4876,dimity,dimity,1,941
4877,monastery,monastery,1,1094
4878,battles,battles,1,1009
4879,spraying,spraying,1,963
4880,transform,change,0,905
4881,caves,coast,0,1072
4882,granny,him,0,1039
4883,lizzie,lizzie,1,932
4884,money,i,0,904
4885,darren,darren,1,905
4886,graham,quinn,0,1142
4887,amber,amber,1,880
4888,admiral,admiral,1,955
4889,dave,him,0,834
4890,handkerchief,handkerchief,1,960
4891,spy,spy,1,954
4892,jordan,jordan,1,1059
4893,liam,liam,1,945
4894,lash,lash,1,1010
4895,amos,amos,1,1028
4896,stilgar,stilgar,1,1013
4897,harvest,pick,0,1100
4898,gabriel,flannery,0,973
4899,cockpit,cockpit,1,953
4900,miller,miller,1,883
4901,stacey,stacey,1,903
4902,invited,invited,1,925
4903,hailey,hailey,1,882
4904,housekeeper,housekeeper,1,1067
4905,shakespeare,literature,0,996
4906,host,host,1,1006
4907,rope,rope,1,917
4908,sonya,sonya,1,1000
4909,laces,corset,0,1091
4910,laurence,sir,0,998
4911,duke,duke,1,1005
4912,useless,useless,1,951
4913,bunker,bunker,1,1056
4914,cancer,cancer,1,933
4915,pearl,pearl,1,976
4916,voice,voice,1,993
4917,mack,mack,1,864
4918,love,love,1,965
4919,chrissy,she,0,861
4920,coach,coach,1,853
4921,matilda,matilda,1,1019
4922,david,david,1,1136
4923,victoria,victoria,1,878
4924,library,library,1,984
4925,flag,flag,1,1070
4926,claire,claire,1,917
4927,ring,ring,1,943
4928,suzan,suzan,1,923
4929,jial,jial,1,886
4930,ranges,range,0,1292
4931,grief,grief,1,1014
4932,christmas,christmas,1,933
4933,coffee,coffee,1,970
4934,zombies,zombies,1,987
4935,brooks,brooks,1,957
4936,brides,brides,1,926
4937,zoe,zoe,1,867
4938,ring,ring,1,992
4939,concert,concert,1,901
4940,fist,fist,1,905
4941,matt,matt,1,994
4942,guessed,guessed,1,1100
4943,showerhead,showerhead,1,1102
4944,will,charlie,0,1032
4945,sled,sled,1,1053
4946,stripes,stripes,1,871
4947,mitch,mitch,1,857
4948,swing,swing,1,953
4949,crocodile,crocodile,1,1004
4950,planet,planet,1,953
4951,olivia,olivia,1,889
4952,duke,duke,1,1088
4953,simmons,simmons,1,866
4954,mack,mack,1,1023
4955,martin,martin,1,874
4956,foreman,back,0,1036
4957,cave,cave,1,1018
4958,josh,josh,1,1051
4959,ryse,ryse,1,908
4960,belief,belief,1,1062
4961,rachel,rachel,1,1034
4962,dylan,dylan,1,916
4963,anna,her,0,867
4964,shrink,go,0,1045
4965,opened,appeared,0,896
4966,caia,caia,1,925
4967,robert,robert,1,989
4968,colby,colby,1,937
4969,pluggo,pluggo,1,1124
4970,fort,fort,1,965
4971,elizabeth,thetruth,0,1165
4972,dale,dale,1,926
4973,gallop,gallop,1,1085
4974,prophecy,future,0,985
4975,otto,me,0,958
