#,Gold,Prediction,Correct,PromptLength
3955,necklace,necklace,1,976
3956,again,again,1,937
3957,brandon,brandon,1,965
3958,zhang,you,0,1086
3959,vote,vote,1,1014
3960,open,open,1,906
3961,maggie,maggie,1,989
3962,reid,mate,0,1011
3963,whipping,whipping,1,1159
3964,cars,cars,1,998
3965,ana,ana,1,1035
3966,warm,amouse,0,977
3967,melissa,melissa,1,886
3968,harlin,harlin,1,1097
3969,convent,convent,1,1117
3970,pity,pity,1,901
3971,knock,knock,1,972
3972,avigail,avigail,1,917
3973,tracey,tracey,1,1004
3974,xavier,xavier,1,1024
3975,giant,giant,1,899
3976,identification,identification,1,996
3977,flannery,flannery,1,993
3978,ridley,know,0,902
3979,jeb,jeb,1,858
3980,kiyu,kiyu,1,968
3981,katie,harry,0,1003
3982,once,before,0,969
3983,tiger,tiger,1,1024
3984,detective,detective,1,1027
3985,stan,it'snot,0,1071
3986,fixed,fixed,1,969
3987,teria,teria,1,1059
3988,gracy,greta,0,1001
3989,matt,matt,1,1025
3990,headsets,headsets,1,958
3991,burns,burns,1,944
3992,paintings,landscapes,0,991
3993,finn,finnd,0,953
3994,marshall,marshall,1,989
3995,kayla,kayla,1,864
3996,scissors,thescissors,0,1086
3997,cities,cities,1,970
3998,brilliance,brilliance,1,892
3999,useless,sorry,0,1013
4000,sirona,sirona,1,936
4001,cot,cot,1,1002
4002,ahead,ahead,1,1007
4003,exams,exams,1,970
4004,okay,okay,1,924
4005,today,today,1,1044
4006,peter,peter,1,1001
4007,mack,daddy,0,964
4008,lovers,together,0,1191
4009,chase,chase,1,917
4010,drew,drew,1,957
4011,joking,serious,0,922
4012,handcuffs,handcuffs,1,880
4013,stables,stables,1,983
4014,george,george,1,932
4015,maze,maze,1,1043
4016,safe,safe,1,1013
4017,lakeside,lakeside,1,995
4018,helmet,helmet,1,938
4019,tales,tales,1,916
4020,rose,rose,1,937
4021,castle,castle,1,934
4022,proposal,proposal,1,935
4023,jack,jack,1,1117
4024,amazing,amazing,1,956
4025,cell,cell,1,1043
4026,snipe,snipe,1,978
4027,nike,nike,1,1028
4028,andy,please,0,952
4029,cage,cage,1,1051
4030,cooler,cooler,1,997
4031,tom,tom,1,879
4032,lad,lad,1,1085
4033,galen,galen,1,937
4034,ingrid,camilla,0,867
4035,date,date,1,981
4036,child,son,0,1063
4037,mark,i'mnot,0,999
4038,ribbons,cork,0,1040
4039,nicole,nicole,1,928
4040,patrick,icanlev,0,946
4041,churches,churches,1,982
4042,ethan,brianna,0,1128
4043,mathew,carol,0,1168
4044,hungry,capable,0,1047
4045,potion,potion,1,925
4046,blind,pretty,0,1118
4047,holly,i,0,1010
4048,vikus,vikus,1,938
4049,poems,poems,1,894
4050,max,max,1,885
4051,lystus,lystus,1,1085
4052,duke,thecaptain,0,948
4053,clothes,clothes,1,950
4054,jax,jax,1,950
4055,helen,stephanie,0,937
4056,change,reason,0,1025
4057,grate,grate,1,941
4058,contract,contract,1,1120
4059,joseph,joseph,1,1016
4060,already,already,1,984
4061,janet,janet,1,930
4062,jeffrey,miss,0,967
4063,jay,jordan,0,988
4064,gran,but,0,1028
4065,thomas,adonis,0,977
4066,henrik,henrik,1,1109
4067,zach,zach,1,959
4068,anne,anne,1,936
4069,die,suffer,0,862
4070,hysterical,hysterical,1,1081
4071,receptionist,receptionist,1,959
4072,dryer,dryer,1,1143
4073,teria,donors,0,1045
4074,declan,william,0,875
4075,roman,sean,0,991
4076,zach,zach,1,1051
4077,intrigued,intr,0,1009
4078,stephanie,stephanie,1,1137
4079,hugo,hugo,1,953
4080,riley,riley,1,1023
4081,croach,path,0,1042
4082,stacie,tiffany,0,1005
4083,lizzie,lizzie,1,959
4084,paul,paul,1,1028
4085,forest,forest,1,1087
4086,stubborn,stubborn,1,1270
4087,identification,arrangements,0,900
4088,bill,bill,1,1014
4089,gallery,gallery,1,1020
4090,tower,tower,1,1048
4091,humble,equal,0,1026
4092,derek,michelle,0,1075
4093,wolves,wolves,1,1036
4094,grill,grill,1,1287
4095,kitten,kitten,1,1113
4096,roke,roke,1,921
4097,problems,care,0,1045
4098,aaron,aaron,1,965
4099,maryellen,maryellen,1,1045
4100,grin,grin,1,952
4101,free,free,1,1126
4102,thief,survivor,0,1124
4103,arrived,left,0,1046
4104,harold,harold,1,943
4105,creak,creak,1,954
4106,gary,gary,1,1048
4107,lizzie,lizzie,1,1063
4108,matthew,matthew,1,1009
4109,shave,shave,1,1789
4110,annabelle,annabelle,1,970
4111,nika,madoc,0,1040
4112,weak,weak,1,1038
4113,driving,able,0,1084
4114,flame,flame,1,949
4115,engaged,engaged,1,935
4116,gary,gary,1,989
4117,money,his,0,955
4118,jonah,jonah,1,953
4119,living,living,1,870
4120,division,division,1,975
4121,jonah,j,0,918
4122,finger,finger,1,1002
4123,dash,her,0,1027
4124,book,book,1,1093
4125,tense,tense,1,992
4126,intended,intended,1,934
4127,thomas,it,0,1293
4128,bob,josh,0,1075
4129,wire,barbed,0,991
4130,buzz,buzz,1,1002
4131,victoria,unfortunately,0,917
4132,mom,saving,0,1045
4133,blessing,blessing,1,1009
4134,cassie,cassie,1,1096
4135,garden,landscape,0,1047
4136,nerissa,nerissa,1,1024
4137,bear,bear,1,1028
4138,badge,choice,0,1108
4139,tucker,tucker,1,1114
4140,article,article,1,963
4141,freedom,freedom,1,923
4142,ghost,ghost,1,1112
4143,daniel,boy,0,1038
4144,booth,booth,1,894
4145,fragile,fragile,1,1003
4146,brooch,brooch,1,878
4147,cowards,cowards,1,1211
4148,sound,helicopter,0,1086
4149,jason,jason,1,897
4150,breed,breed,1,1201
4151,tuscany,tuscany,1,1143
4152,play,orchestra,0,929
4153,candle,candle,1,875
4154,architect,architect,1,1150
4155,theatre,theatre,1,1058
4156,apples,apples,1,1073
4157,wood,weapon,0,1077
4158,cookies,cookies,1,1102
4159,menu,menu,1,915
4160,radiation,radiation,1,983
4161,leaving,leaving,1,896
4162,mutual,mutual,1,1027
4163,stephanie,spike,0,1164
4164,aaron,aaron,1,1222
4165,valet,valet,1,959
4166,it,it,1,1006
4167,suits,suits,1,951
4168,giselle,giselle,1,1033
4169,elk,elk,1,1022
4170,bench,bench,1,968
4171,pigeon,pigeon,1,933
4172,elevator,elevator,1,1034
4173,web,web,1,1064
4174,adam,adam,1,1389
4175,trolls,atroll,0,840
4176,tablet,tablet,1,921
4177,reservation,party,0,1165
4178,vibe,feeling,0,947
4179,assistant,assistant,1,1150
4180,slip,slip,1,1040
4181,once,politics,0,937
4182,tea,caution,0,1045
4183,aimee,aimee,1,964
4184,maram,maram,1,898
4185,message,message,1,1001
4186,compound,compound,1,1094
4187,andrew,connor,0,916
4188,mia,mia,1,937
4189,shadow,shadow,1,895
4190,tony,tony,1,948
4191,recipe,recipe,1,1269
4192,caia,unfortunately,0,1019
4193,virus,virus,1,1050
4194,bright,good,0,940
4195,gregori,gregori,1,934
4196,vince,vince,1,1185
4197,cab,hurry,0,1139
4198,psychic,psychic,1,986
4199,marley,attention,0,1067
4200,abe,abe,1,997
4201,luke,luke,1,946
4202,pack,pack,1,947
4203,backyard,backyard,1,892
4204,grunts,grunts,1,1130
4205,undressing,filling,0,927
4206,aaron,aaron,1,971
4207,karl,karl,1,1033
4208,marbles,marbles,1,1071
4209,campsite,campsite,1,1254
4210,suitcase,suitcase,1,1073
4211,palace,palace,1,890
4212,mark,mark,1,1096
4213,santa,santa,1,1046
4214,beauty,beauty,1,1084
4215,kiss,kiss,1,908
4216,danny,bro,0,946
4217,test,test,1,957
4218,jeb,jeb,1,1029
4219,skimmer,skimmer,1,1073
4220,wanda,wanda,1,934
4221,jack,jack,1,923
4222,vanora,help,0,944
4223,roman,roman,1,1096
4224,earn,n't,0,1079
4225,mark,mark,1,911
4226,show,show,1,911
4227,court,court,1,1035
4228,jeep,jeep,1,993
4229,palace,trees,0,1075
4230,kissing,kissing,1,1149
4231,normal,normal,1,979
4232,blake,blake,1,982
4233,arrangements,wedding,0,1007
4234,menus,menus,1,1081
4235,ivy,ivy,1,976
4236,cells,cells,1,992
4237,millionaire,trillion,0,940
4238,win,win,1,1044
4239,gym,doors,0,1046
4240,starving,here,0,1094
4241,pass,pass,1,1008
4242,monson,monson,1,1052
4243,chapel,chapel,1,1014
4244,lights,traffic,0,928
4245,bad,good,0,1206
4246,cut,cut,1,964
4247,reindeer,reindeer,1,1056
4248,testify,go,0,919
4249,recipe,recipe,1,885
4250,portals,portals,1,1045
4251,underpants,gears,0,993
4252,driving,driving,1,1031
4253,diane,name,0,1023
4254,jenna,jenna,1,989
4255,kate,too,0,991
4256,shotgun,danger,0,1110
4257,comment,son,0,951
4258,sneezed,sneezed,1,1006
4259,paul,paul,1,1034
4260,rat,wind,0,916
4261,impatiently,sharply,0,1112
4262,sam,sam,1,882
4263,guard,guard,1,1008
4264,delilah,delilah,1,971
4265,sebastian,her,0,1073
4266,cell,cell,1,946
4267,dagger,dagger,1,1002
4268,spies,eavesdro,0,1080
4269,aidan,aidan,1,1096
4270,campion,campion,1,1081
4271,pup,mouse,0,1083
4272,violet,violet,1,908
4273,allison,allison,1,1004
4274,door,door,1,1200
4275,mozart,mozart,1,1001
4276,spider,spider,1,1134
4277,play,degree,0,1126
4278,guard,guards,0,1092
4279,max,max,1,1017
4280,shelf,shelf,1,1047
4281,martin,martin,1,982
4282,sabrina,sabrina,1,1015
4283,julia,thankfully,0,940
4284,transports,transports,1,1103
4285,pink,pink,1,1001
4286,sacha,sacha,1,934
4287,tattoo,tattoo,1,971
4288,baseball,thegame,0,1051
4289,omcom,omcom,1,1034
4290,refuse,refuse,1,1020
4291,maddie,sir,0,916
4292,customer,customer,1,1073
4293,grounded,grounded,1,1022
4294,kandrigi,kandrig,0,1049
4295,handout,handout,1,1118
4296,robot,robot,1,973
4297,dia,dia,1,1020
4298,missouri,missouri,1,1149
4299,studio,studio,1,919
4300,emotions,emotions,1,991
4301,asked,asked,1,1032
4302,ruby,ruby,1,1006
4303,wolf,black,0,997
4304,thunked,thunked,1,957
4305,madoc,madoc,1,973
4306,clothes,dress,0,1019
4307,cole,cole,1,1076
4308,anna,anna,1,1118
4309,liz,liz,1,965
4310,russell,russell,1,1024
4311,cedric,money,0,1137
4312,wheel,bow,0,999
4313,prince,prince,1,1237
4314,deaf,deaf,1,1022
4315,agree,believe,0,1005
4316,madoc,madoc,1,1002
4317,hit,into,0,983
4318,christian,christian,1,969
4319,historian,historian,1,1156
4320,dance,bond,0,912
4321,bella,bella,1,1027
4322,torret,professor,0,1023
4323,bet,bet,1,1042
4324,bullets,bullets,1,1065
4325,necklace,necklace,1,1029
4326,cookies,cookies,1,1018
4327,tested,tested,1,935
4328,roth,roth,1,1000
4329,olivia,olivia,1,1153
4330,jackie,jackie,1,920
4331,natasha,axel,0,989
4332,swords,swords,1,947
4333,listened,listened,1,1026
4334,calendar,calendar,1,1028
4335,bags,bags,1,882
4336,mirror,mirror,1,1015
4337,quinton,tristan,0,999
4338,pearls,pearls,1,1105
4339,aidan,aidan,1,949
4340,syll,syll,1,1010
4341,ladder,ladder,1,1039
4342,coffin,coffin,1,1024
4343,hunter,door,0,935
4344,indal,indal,1,859
4345,maura,maura,1,1178
4346,brain,field,0,1001
4347,gifted,gifted,1,1018
4348,moth,moth,1,976
4349,pony,pony,1,1051
4350,cats,cats,1,1138
4351,notes,end,0,947
4352,sarah,sarah,1,989
4353,dredger,dredger,1,1157
4354,work,work,1,879
4355,renewed,renewed,1,917
4356,pain,,0,910
4357,nassar,nassar,1,1003
4358,jane,jane,1,1228
4359,tom,tom,1,972
4360,tess,matt,0,1128
4361,earrings,earrings,1,911
4362,george,george,1,948
4363,rachael,rachael,1,950
4364,emma,emma,1,991
4365,ace,flush,0,873
4366,jenna,jenna,1,1023
4367,can,trash,0,1133
4368,hollow,hollow,1,919
4369,gregor,gregor,1,1106
4370,string,arope,0,1060
4371,evan,evan,1,904
4372,truck,truck,1,1051
4373,list,list,1,962
4374,jenna,you,0,870
4375,dance,want,0,927
4376,jesse,jesse,1,948
4377,gregor,unfortunately,0,884
4378,reiss,reiss,1,1027
4379,emotion,emotions,0,1040
4380,iris,roserose,0,975
4381,temple,temple,1,1131
4382,macklin,macklin,1,1027
4383,jeremy,jeremy,1,928
4384,edward,back,0,1053
4385,sebastian,sebastian,1,1019
4386,george,george,1,1038
4387,jude,jude,1,1000
4388,shannon,shannon,1,951
4389,scroll,scroll,1,1089
4390,kitchen,kitchen,1,1049
4391,served,passed,0,1002
4392,emily,emily,1,966
4393,driveway,driveway,1,976
4394,nico,beth,0,1047
4395,jealous,stalking,0,1071
4396,paul,paul,1,909
4397,colony,bureaucracy,0,1010
4398,box,box,1,1179
4399,podium,podium,1,1069
4400,milk,milk,1,934
4401,photo,photo,1,1036
4402,country,reign,0,929
4403,olivia,olivia,1,922
4404,olivia,mama,0,1001
4405,arachne,arachne,1,954
4406,gabriel,gabriel,1,912
4407,rose,rose,1,1002
4408,notepad,notepad,1,975
4409,sean,spike,0,924
4410,workers,bar,0,1077
4411,parachute,controls,0,1002
4412,space,space,1,1177
4413,leroy,leroy,1,971
4414,nanny,nanny,1,1030
4415,stones,rocks,0,1105
4416,sense,sense,1,1045
4417,margaret,margaret,1,945
4418,jed,jed,1,909
4419,worry,miss,0,946
4420,darkling,darkling,1,983
4421,angie,angie,1,933
4422,teria,teria,1,929
4423,already,forme,0,988
4424,eva,eva,1,1124
4425,fixed,fixed,1,1036
4426,kay,janet,0,951
4427,marco,marco,1,1009
4428,faced,faced,1,1021
4429,jew,polish,0,928
4430,pouting,,0,1145
4431,jason,jason,1,995
4432,picture,frame,0,962
4433,magda,nadya,0,954
4434,vallin,jacques,0,982
4435,arturo,please,0,967
4436,andy,andy,1,955
4437,organised,organised,1,924
4438,passport,plane,0,899
4439,library,library,1,1115
4440,imagine,think,0,966
4441,olivia,olivia,1,950
4442,universe,universe,1,977
4443,dc,sanfrancisco,0,1013
4444,pack,pack,1,1107
4445,ski,ski,1,941
4446,smile,live,0,1023
4447,katrina,katrina,1,936
4448,dawsley,dawsley,1,944
4449,sara,sara,1,977
4450,scarf,scarf,1,972
4451,manners,str,0,1033
4452,period,bad,0,955
4453,kissing,kissing,1,1005
4454,blonde,blonde,1,1015
4455,lily,lily,1,934
4456,prison,prison,1,935
4457,katie,katie,1,974
4458,faeries,faeries,1,1073
4459,sire,but,0,966
4460,baby,baby,1,998
4461,mekare,mekare,1,938
4462,hq,hq,1,982
4463,recorder,taperecorder,0,1041
4464,statue,statue,1,913
4465,tents,tents,1,1076
4466,pigeons,pigeons,1,935
4467,tragedy,tragedy,1,959
4468,ammar,ammar,1,1037
4469,angeline,bergitta,0,1007
4470,crates,crates,1,1092
4471,number,number,1,926
4472,talent,talent,1,1244
4473,shrimp,shrimp,1,999
4474,heal,heal,1,1035
4475,graid,graid,1,1020
4476,max,but,0,918
4477,wendy,mrph,0,1186
4478,sonia,sonia,1,1060
4479,zombies,zombies,1,975
4480,nora,nora,1,892
4481,grow,stay,0,979
4482,sons,daughter,0,922
4483,flag,flag,1,986
4484,gabe,gabe,1,989
4485,bump,bump,1,1017
4486,zarah,eric,0,846
4487,spell,spell,1,955
4488,payment,payment,1,1115
4489,ivy,ivy,1,994
4490,coffin,coffin,1,945
4491,kids,kids,1,978
4492,leanne,leanne,1,1031
4493,france,france,1,979
4494,fine,brush,0,873
4495,gifts,tobuy,0,1103
4496,samples,samples,1,985
4497,dragon,dragon,1,917
4498,realms,realms,1,974
4499,forgotten,forgotten,1,1050
4500,cafeteria,cafeteria,1,1039
4501,certainty,mylea,0,944
4502,here,before,0,1000
4503,zach,zach,1,943
4504,class,theclassroom,0,1002
4505,marielle,marielle,1,1027
4506,others,boss,0,825
4507,boston,boston,1,935
4508,bottles,bottle,0,1272
4509,sins,sins,1,972
4510,scott,bruises,0,958
4511,dinner,hunter,0,999
4512,quarantined,quarantined,1,1217
4513,decker,decker,1,1090
4514,bob,sir,0,1042
4515,stir,respond,0,901
4516,orderly,orderly,1,982
4517,parcel,letters,0,1255
4518,menu,menu,1,971
4519,roth,roth,1,887
4520,weight,weight,1,931
4521,bubble,bubble,1,1007
4522,spy,spy,1,912
4523,taxi,taxi,1,926
4524,amelia,toby,0,1027
4525,crypt,crypt,1,1159
4526,lena,choice,0,1008
4527,terwilliger,duke,0,1045
4528,match,match,1,1015
4529,max,max,1,895
4530,sword,sword,1,1007
4531,cards,friends,0,1130
4532,expert,wingman,0,880
4533,vee,vee,1,915
4534,guns,guns,1,941
4535,tomas,tomas,1,926
4536,cups,cups,1,898
4537,morgan,nicholas,0,1069
4538,steiner,steiner,1,1027
4539,dors,dors,1,1037
4540,zachary,zachary,1,862
4541,holiday,holiday,1,883
4542,ray,carlmir,0,1030
4543,cellar,cellar,1,946
4544,ana,ana,1,1004
4545,earlier,mrwil,0,1171
4546,matt,matt,1,975
4547,laughter,laughter,1,1111
4548,cards,cards,1,1369
4549,wounded,wounded,1,989
4550,karen,karen,1,1021
4551,helicopter,morning,0,1081
4552,julie,julie,1,993
4553,cook,cook,1,917
4554,shouting,fight,0,1142
4555,stuff,need,0,959
4556,gina,gina,1,994
4557,hot,hot,1,1135
4558,joseph,joseph,1,959
4559,asleep,gone,0,1036
4560,familiar,familiar,1,976
4561,maze,maze,1,964
4562,bites,bites,1,925
4563,nicholas,nicholas,1,934
4564,button,button,1,971
4565,aidan,love,0,1016
4566,intently,him,0,1127
4567,caleb,caleb,1,932
4568,popcorn,popcorn,1,901
4569,wade,money,0,1080
4570,trophies,trophies,1,985
4571,duke,duke,1,1042
4572,jeep,car,0,1008
4573,tess,nick,0,915
4574,pam,pam,1,1063
4575,holly,holly,1,1014
4576,cubicle,cubicle,1,1002
4577,thorn,thorn,1,1034
4578,twitchtip,twitchtip,1,1041
4579,ava,ava,1,915
4580,selena,selena,1,1053
4581,castle,castle,1,994
4582,palace,palace,1,1096
4583,lucky,confident,0,897
4584,client,client,1,1165
4585,tank,tank,1,973
4586,jaden,jaden,1,1002
4587,french,french,1,920
4588,rory,her,0,967
4589,ebens,ebens,1,1013
4590,joie,joie,1,1008
4591,demons,demons,1,894
4592,win,not,0,985
4593,drugs,housekeeper,0,1039
4594,shopping,truth,0,1074
4595,brenda,brenda,1,920
4596,spoon,pencil,0,1021
4597,fireworks,fireworks,1,1056
4598,breed,breed,1,948
4599,sad,sad,1,1102
4600,moon,moon,1,1000
4601,coach,coach,1,1089
4602,competition,competition,1,1069
4603,roses,roses,1,923
4604,temple,temple,1,996
4605,mate,mate,1,1197
4606,waitress,waiter,0,920
4607,eating,histable,0,934
4608,kane,jessi,0,1035
4609,kevin,kevin,1,1064
4610,corey,corey,1,1081
4611,stacie,stacie,1,949
4612,bonfire,bonfire,1,1653
4613,dormitory,door,0,913
4614,academy,academy,1,994
4615,barbara,barbara,1,1010
4616,jj,tony,0,1116
4617,library,library,1,1036
4618,duke,duke,1,906
4619,glasses,glasses,1,932
4620,yet,yet,1,1198
4621,cafe,entrance,0,1025
4622,mikhail,him,0,1004
4623,witnesses,witnesses,1,1059
4624,kyle,kyle,1,1000
4625,allergy,allergy,1,929
4626,home,irrelevant,0,978
4627,tatianna,tatianna,1,1071
4628,dominic,love,0,1074
4629,jerry,jerry,1,976
4630,chapel,chapel,1,1261
4631,yana,yana,1,975
4632,ashe,ashe,1,914
4633,boat,boat,1,983
4634,royal,royal,1,923
4635,written,raine,0,952
4636,dormer,colton,0,915
4637,brandon,brandon,1,1074
4638,gloria,gloria,1,1317
4639,caitlyn,caitlyn,1,944
4640,leader,leader,1,1288
4641,harry,harry,1,1243
4642,sarah,abby,0,1027
4643,cabin,cabin,1,1110
4644,pieter,pieter,1,1107
4645,note,note,1,1019
4646,woods,woods,1,1503
4647,penguin,penguin,1,953
4648,horses,horses,1,1072
4649,chem,chem,1,1093
4650,acquainted,acquainted,1,1032
4651,hike,hike,1,954
4652,zoe,tuan,0,1161
4653,allison,katrina,0,918
4654,spike,spike,1,960
4655,bonnie,meredith,0,937
4656,macklin,polydoor,0,843
4657,pillow,pillow,1,945
4658,pounding,door,0,1099
4659,mistaken,forgotten,0,935
4660,elle,elle,1,919
4661,domenico,domenico,1,1164
4662,deity,deity,1,986
4663,fiance,fiance,1,1138
4664,garion,garion,1,1089
4665,raine,raine,1,928
4666,die,die,1,960
4667,woven,discovered,0,926
4668,bracelet,legends,0,1002
4669,leland,leland,1,947
4670,joint,joint,1,902
4671,rider,rider,1,1044
4672,birthright,hate,0,1052
4673,radio,radio,1,1002
4674,jordan,me,0,929
4675,clean,necessary,0,1354
4676,candlestick,candlestick,1,933
4677,werewolves,werewolves,1,1079
4678,breathing,crying,0,1011
4679,injured,att,0,1189
4680,cube,cube,1,967
4681,natasha,natasha,1,1108
4682,brent,thoreau,0,1011
4683,erica,samantha,0,973
4684,hunter,hunter,1,925
4685,elena,elena,1,914
4686,boots,bootsand,0,959
4687,fling,fling,1,857
4688,dress,dress,1,914
4689,towers,towers,1,951
4690,lapo,metaphorical,0,894
4691,spike,jillian,0,1185
4692,railing,railing,1,970
4693,wade,wade,1,923
4694,involved,safe,0,988
4695,amulet,amulet,1,1110
4696,jina,jina,1,1049
4697,prophecy,prophecy,1,933
4698,ananda,ananda,1,1034
4699,farmer,farmer,1,922
4700,coin,coin,1,1062
4701,warehouse,warehouse,1,1064
4702,torch,torch,1,1106
4703,balls,balls,1,1003
4704,finch,finch,1,906
4705,drink,drink,1,1073
4706,button,button,1,1083
4707,matt,jennifer,0,1089
4708,josh,josh,1,911
4709,paris,paris,1,976
4710,fearless,fearless,1,994
4711,king,king,1,1073
4712,charlie,aliens,0,1270
4713,pass,pass,1,963
4714,cookie,cookie,1,980
4715,karen,karen,1,959
4716,cockroach,cockroach,1,1053
4717,arria,arria,1,1027
4718,drugged,drugged,1,965
4719,mikhail,mikhail,1,969
4720,evelyn,evelyn,1,1054
4721,petr,petr,1,966
4722,nicholas,nicholas,1,982
4723,shed,shed,1,870
4724,bliss,daughter,0,995
4725,dust,dust,1,967
4726,mareth,gregor,0,1045
4727,visible,visible,1,919
4728,fair,fair,1,874
4729,fat,fat,1,1044
4730,crater,crater,1,1125
4731,sweet,sweet,1,966
4732,gangway,gangway,1,904
4733,hut,house,0,961
4734,sleeve,sleeve,1,910
4735,yes,spider,0,974
4736,kurtz,kurtz,1,1085
4737,floats,floats,1,899
4738,brandon,brandon,1,921
4739,grave,grave,1,960
4740,andrew,andrew,1,998
4741,bedroom,bedroom,1,991
4742,lestat,lestat,1,1082
4743,opal,opal,1,1048
4744,agnes,agnes,1,983
4745,rogue,rogue,1,1157
4746,cara,cara,1,837
4747,rogan,rogan,1,960
4748,violet,violet,1,1053
4749,path,porch,0,952
4750,drapes,curtains,0,939
4751,henrik,henrik,1,975
4752,cat,cat,1,922
4753,nikki,nikki,1,922
4754,road,hospital,0,1027
4755,prison,prison,1,924
4756,socialite,socialite,1,1034
4757,flowers,flowers,1,1006
4758,langdon,langdon,1,981
4759,appetite,appetite,1,1121
4760,inn,inn,1,914
4761,screamed,wanted,0,1063
4762,noise,static,0,1351
4763,tristan,him,0,975
4764,lance,lance,1,1155
4765,watch,time,0,1194
4766,ebens,public,0,1109
4767,description,conclusion,0,928
4768,class,class,1,912
4769,sander,man,0,964
4770,arguing,angry,0,918
4771,ann,ann,1,997
4772,heather,heather,1,996
4773,key,glove,0,1026
4774,max,energy,0,978
4775,abbey,abbey,1,952
4776,bottle,bottle,1,1175
4777,realm,realm,1,993
4778,makeover,nap,0,962
4779,marina,marina,1,1000
4780,wishes,wishes,1,895
4781,phillip,phillip,1,974
4782,alpha,father,0,1019
4783,justice,justice,1,1018
4784,blake,kash,0,920
4785,tower,tower,1,1041
4786,greg,greg,1,906
4787,myself,him,0,1210
4788,actually,actually,1,943
4789,robbie,robbie,1,931
4790,countess,countess,1,1095
4791,challenge,challenge,1,970
4792,seth,seth,1,943
4793,stones,past,0,1016
4794,tournament,tournament,1,1025
4795,inconvenient,inconvenient,1,1083
4796,speaker,speaker,1,1085
4797,ryan,ryan,1,1072
4798,carriage,house,0,996
4799,school,school,1,1010
4800,juice,juice,1,983
4801,bubba,bubba,1,1117
4802,theater,theater,1,964
4803,traylor,traylor,1,941
4804,magic,magic,1,890
4805,first,jacket,0,1041
4806,ability,ability,1,1029
4807,down,down,1,979
4808,shed,shed,1,933
4809,tumble,tumble,1,1091
4810,starbucks,street,0,1000
4811,denny,connor,0,1169
4812,form,form,1,985
4813,brianne,brianne,1,939
4814,melissa,them,0,896
4815,aisle,objects,0,1093
4816,politics,politics,1,972
4817,pyramid,pyramid,1,1087
4818,captain,thankyou,0,937
4819,chute,recycling,0,910
4820,device,device,1,1030
4821,jacob,jacob,1,1166
4822,hands,hands,1,929
4823,pipe,faucet,0,1232
4824,sphere,sphere,1,1400
4825,meter,meter,1,1059
4826,crew,crew,1,1036
4827,ares,ares,1,955
4828,duke,duke,1,1019
4829,emily,emily,1,914
4830,hixson,hixson,1,986
4831,bag,bag,1,1006
4832,zoe,zoe,1,980
4833,mom,meredith,0,921
4834,sink,washing-up,0,971
4835,brush,brush,1,1074
4836,buses,tours,0,928
4837,disappointed,disappointed,1,1075
4838,reference,reference,1,1042
4839,cello,cello,1,959
4840,canyon,canyon,1,1146
4841,derek,derek,1,1089
4842,newark,newark,1,988
4843,chris,chris,1,979
4844,hank,blake,0,977
4845,fundraiser,fundraiser,1,981
4846,corners,ceiling,0,1213
4847,smiled,she,0,1002
4848,bubbles,bubbles,1,919
4849,opera,opera,1,1037
4850,dana,jina,0,1034
4851,burden,burden,1,931
4852,tommy,tommy,1,933
4853,selena,selena,1,1050
4854,zhang,abby,0,1085
4855,towel,towel,1,955
4856,douche,musician,0,927
4857,christy,christy,1,868
4858,beer,beer,1,1034
4859,understood,understood,1,987
4860,brad,brad,1,1031
4861,sanctuary,sanctuary,1,961
4862,sad,sad,1,941
4863,homework,homework,1,1117
4864,mina,thetable,0,918
4865,katrina,katrina,1,1096
4866,joe,joejames,0,889
4867,noticing,asking,0,948
4868,trip,logan,0,988
4869,jamie,cassie,0,1024
4870,cruise,dock,0,1025
4871,refuge,refuge,1,1071
4872,cart,cart,1,993
4873,rusty,rusty,1,1237
4874,graham,graham,1,1416
4875,food,food,1,928
4876,dimity,dimity,1,1012
4877,monastery,blacklotus,0,1157
4878,battles,battles,1,956
4879,spraying,painting,0,876
4880,transform,transform,1,899
4881,caves,coast,0,1141
4882,granny,him,0,1003
4883,lizzie,but,0,942
4884,money,ihavea,0,927
4885,darren,darren,1,936
4886,graham,quinn,0,1199
4887,amber,wife,0,933
4888,admiral,planning,0,1025
4889,dave,dave,1,941
4890,handkerchief,handkerchief,1,1004
4891,spy,spy,1,991
4892,jordan,jordan,1,1058
4893,liam,liam,1,940
4894,lash,lash,1,932
4895,amos,amos,1,1097
4896,stilgar,stilgar,1,1014
4897,harvest,harvest,1,1024
4898,gabriel,flannery,0,1018
4899,cockpit,cockpit,1,934
4900,miller,miller,1,1007
4901,stacey,stacey,1,1037
4902,invited,invited,1,921
4903,hailey,hailey,1,1034
4904,housekeeper,housekeeper,1,1058
4905,shakespeare,shakespeare,1,1036
4906,host,host,1,1000
4907,rope,chest,0,938
4908,sonya,sonya,1,979
4909,laces,corset,0,1026
4910,laurence,sir,0,1054
4911,duke,duke,1,1059
4912,useless,useless,1,952
4913,bunker,bunker,1,1013
4914,cancer,cancer,1,1126
4915,pearl,pearl,1,1056
4916,voice,demeanor,0,1008
4917,mack,train,0,966
4918,love,love,1,971
4919,chrissy,sheshe,0,875
4920,coach,coach,1,961
4921,matilda,matilda,1,1217
4922,david,david,1,1072
4923,victoria,layout,0,935
4924,library,library,1,988
4925,flag,flag,1,1057
4926,claire,claire,1,941
